顾客编号,1月销售总额,1月消费天数,2月销售总额,2月消费天数,3月销售总额,3月消费天数,4月销售总额,4月消费天数
1108,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,24.9,1.0,0.0,0.0,0.0,0.0,52.650000000000006,1.0
1110,26.020000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,8.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,105.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,45.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,104.89000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,21.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,93.00999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,26.11,1.0,0.0,0.0,0.0,0.0,35.650000000000006,1.0
1118,282.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,57.919999999999995,1.0,473.71999999999997,4.0,189.78,8.0,440.44000000000005,10.0
1120,80.58,1.0,98.0,1.0,0.0,0.0,0.0,0.0
1121,64.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,95.57,2.0,30.85,1.0,0.0,0.0,74.33,1.0
1123,63.8,1.0,0.0,0.0,82.56,2.0,69.36,2.0
1124,137.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,11.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,84.66,1.0,90.10999999999999,1.0,0.0,0.0,0.0,0.0
1127,71.05,1.0,149.47000000000003,1.0,0.0,0.0,0.0,0.0
1128,23.74,1.0,0.0,0.0,16.84,1.0,0.0,0.0
1129,56.24999999999999,1.0,0.0,0.0,8.9,1.0,106.19999999999999,2.0
1130,90.78,2.0,1.89,1.0,81.9,2.0,117.75000000000001,5.0
1131,20.91,1.0,118.99999999999999,1.0,0.0,0.0,0.0,0.0
1132,50.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,295.53,3.0,392.9099999999999,5.0,203.03,6.0,242.77999999999997,7.0
1134,23.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,103.63,1.0,61.63000000000001,1.0,0.0,0.0,0.0,0.0
1136,23.21,1.0,190.51000000000002,4.0,0.0,0.0,12.9,1.0
1137,56.6,1.0,87.0,1.0,0.0,0.0,0.0,0.0
1138,19.19,1.0,0.0,0.0,8.3,1.0,0.0,0.0
1139,86.22,1.0,49.72,1.0,113.01,3.0,14.4,1.0
1140,133.23000000000002,1.0,99.82,1.0,47.39,1.0,0.0,0.0
1141,18.700000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,17.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,14.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,14.7,1.0,0.0,0.0,0.0,0.0,38.4,1.0
1145,38.540000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,22.28,1.0,0.0,0.0,0.0,0.0,28.26,1.0
1147,52.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,16.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,16.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,187.88000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,32.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,77.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,105.0,1.0,41.099999999999994,1.0,92.59,5.0,103.53,2.0
1154,29.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,63.24999999999999,2.0,0.0,0.0,0.0,0.0,67.86999999999999,1.0
1156,46.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,2.0,1.0,0.0,0.0,34.379999999999995,4.0,7.5,1.0
1159,33.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,28.009999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,200.73,1.0,0.0,0.0,77.37,1.0,0.0,0.0
1162,29.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,95.0,1.0,64.02,1.0,0.0,0.0,0.0,0.0
1164,56.839999999999996,1.0,83.80000000000001,1.0,36.6,2.0,108.33,4.0
1165,18.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,38.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,32.9,1.0,0.0,0.0,0.0,0.0,117.19999999999999,2.0
1168,17.1,1.0,14.34,1.0,0.0,0.0,0.0,0.0
1169,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,90.2,1.0,192.38,3.0,160.32,2.0,139.92000000000002,2.0
1171,17.9,1.0,50.39,2.0,19.669999999999998,1.0,0.0,0.0
1172,3.9,1.0,0.0,0.0,0.0,0.0,26.68,2.0
1173,34.15,1.0,0.0,0.0,42.89,2.0,59.55,1.0
1174,14.6,1.0,0.0,0.0,6.9,1.0,88.3,2.0
1175,16.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,7.18,1.0,60.49999999999999,2.0,0.0,0.0,75.45,1.0
1177,25.03,1.0,13114.75,2.0,457.2799999999999,6.0,0.0,0.0
1178,21.299999999999997,1.0,24.300000000000004,2.0,13.5,1.0,0.0,0.0
1179,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,35.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,12.79,1.0,0.0,0.0,24.22,1.0,0.0,0.0
1182,6.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,8.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,82.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,66.2,1.0,50.8,2.0,176.80000000000004,5.0,76.80000000000001,2.0
1186,29.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,284.89,2.0,32.9,1.0,165.20000000000002,1.0,340.23,2.0
1188,45.9,1.0,53.790000000000006,1.0,79.32000000000001,2.0,0.0,0.0
1189,10.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,24.339999999999996,1.0,0.0,0.0,101.00000000000001,4.0,0.0,0.0
1191,12.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,79.9,1.0,75.64999999999999,2.0,0.0,0.0,0.0,0.0
1193,21.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,45.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,27.400000000000002,1.0,246.0,1.0,124.18000000000002,4.0,55.33,3.0
1197,12.309999999999999,1.0,10.43,1.0,0.0,0.0,0.0,0.0
1198,39.120000000000005,1.0,0.0,0.0,8.82,1.0,121.02,1.0
1199,41.47,1.0,0.0,0.0,0.0,0.0,148.25000000000003,1.0
1200,48.96,1.0,104.15000000000003,2.0,27.5,1.0,0.0,0.0
1201,34.94,1.0,35.3,1.0,49.92999999999999,2.0,0.0,0.0
1202,170.51000000000002,1.0,75.05,1.0,0.0,0.0,0.0,0.0
1203,218.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,39.870000000000005,1.0,197.76000000000005,1.0,107.6,1.0,106.99000000000002,1.0
1205,42.93000000000001,1.0,181.6,3.0,4.7,1.0,0.0,0.0
1206,66.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,31.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,3.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,18.740000000000002,1.0,21.44,1.0,45.18,1.0,0.0,0.0
1210,201.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,12.7,1.0,0.0,0.0,135.99,4.0,203.59,3.0
1212,71.24999999999999,1.0,83.04,1.0,112.4,5.0,120.01999999999998,5.0
1213,80.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,148.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,211.54000000000002,1.0,720.62,6.0,35.160000000000004,1.0,0.0,0.0
1216,19.4,1.0,301.64,3.0,23.17,1.0,0.0,0.0
1217,29.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,7.630000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,83.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,84.50000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,9.2,1.0,19.3,1.0,0.0,0.0,0.0,0.0
1222,17.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,22.9,1.0,0.0,0.0,0.0,0.0,14.08,1.0
1224,22.4,1.0,0.0,0.0,18.7,1.0,0.0,0.0
1225,0.0,0.0,24.14,1.0,0.0,0.0,0.0,0.0
1226,0.0,0.0,55.28,1.0,83.66,3.0,229.28000000000006,6.0
1227,0.0,0.0,82.32,1.0,28.76,1.0,0.0,0.0
1228,0.0,0.0,88.84,2.0,28.2,1.0,144.79,4.0
1229,0.0,0.0,99.0,1.0,0.0,0.0,0.0,0.0
1230,0.0,0.0,290.13000000000005,3.0,94.82000000000002,3.0,93.44,2.0
1231,0.0,0.0,116.62,2.0,0.0,0.0,0.0,0.0
1232,0.0,0.0,121.54,1.0,0.0,0.0,104.15000000000002,1.0
1233,0.0,0.0,462.77,3.0,0.0,0.0,54.2,1.0
1234,0.0,0.0,67.39,2.0,11.85,1.0,0.0,0.0
1235,0.0,0.0,161.24,3.0,76.48,2.0,112.30000000000003,2.0
1236,0.0,0.0,47.949999999999996,1.0,0.0,0.0,0.0,0.0
1237,0.0,0.0,212.98000000000005,1.0,0.0,0.0,0.0,0.0
1238,0.0,0.0,68.72,1.0,0.0,0.0,0.0,0.0
1239,0.0,0.0,18.35,1.0,129.21,2.0,7.6,2.0
1240,0.0,0.0,171.28,5.0,183.85999999999999,2.0,0.0,0.0
1241,0.0,0.0,80.7,1.0,0.0,0.0,0.0,0.0
1242,0.0,0.0,33.61,1.0,0.0,0.0,0.0,0.0
1243,0.0,0.0,276.7,4.0,52.699999999999996,3.0,13.9,1.0
1244,0.0,0.0,44.6,1.0,29.799999999999997,1.0,119.40000000000003,2.0
1245,0.0,0.0,141.8,1.0,0.0,0.0,0.0,0.0
1246,0.0,0.0,368.55000000000007,6.0,74.71000000000001,1.0,56.32,1.0
1247,0.0,0.0,93.23999999999998,1.0,89.64000000000001,2.0,40.6,1.0
1248,0.0,0.0,12.16,1.0,0.0,0.0,0.0,0.0
1249,0.0,0.0,141.70000000000002,3.0,0.0,0.0,0.0,0.0
1250,0.0,0.0,23.19,1.0,0.0,0.0,0.0,0.0
1251,0.0,0.0,33.9,1.0,0.0,0.0,0.0,0.0
1252,0.0,0.0,49.199999999999996,2.0,0.0,0.0,55.9,1.0
1253,0.0,0.0,23.8,1.0,0.0,0.0,0.0,0.0
1254,0.0,0.0,78.1,2.0,0.0,0.0,90.37,2.0
1255,0.0,0.0,302.4,1.0,0.0,0.0,0.0,0.0
1256,0.0,0.0,104.30000000000001,1.0,0.0,0.0,685.3699999999998,2.0
1257,0.0,0.0,72.63,1.0,0.0,0.0,0.0,0.0
1258,0.0,0.0,48.94,1.0,0.0,0.0,31.7,1.0
1259,0.0,0.0,37.800000000000004,1.0,0.0,0.0,0.0,0.0
1260,0.0,0.0,20.43,1.0,0.0,0.0,0.0,0.0
1261,0.0,0.0,15.3,1.0,0.0,0.0,0.0,0.0
1262,0.0,0.0,45.76,1.0,0.0,0.0,0.0,0.0
1263,0.0,0.0,193.94,2.0,0.0,0.0,0.0,0.0
1264,0.0,0.0,105.84000000000002,1.0,151.10000000000002,2.0,0.0,0.0
1265,0.0,0.0,150.98999999999998,1.0,0.0,0.0,0.0,0.0
1266,0.0,0.0,102.65,2.0,65.8,1.0,0.0,0.0
1267,0.0,0.0,6.5,1.0,0.0,0.0,0.0,0.0
1268,0.0,0.0,62.85000000000001,2.0,25.96,1.0,123.53,2.0
1269,0.0,0.0,79.69000000000001,2.0,0.0,0.0,0.0,0.0
1270,0.0,0.0,278.12,2.0,86.78999999999999,1.0,0.0,0.0
1271,0.0,0.0,155.65,1.0,0.0,0.0,0.0,0.0
1272,0.0,0.0,73.38000000000001,2.0,128.67000000000002,2.0,0.0,0.0
1273,0.0,0.0,58.6,1.0,0.0,0.0,0.0,0.0
1274,0.0,0.0,141.3,2.0,0.0,0.0,0.0,0.0
1275,0.0,0.0,38.8,1.0,68.64,2.0,0.0,0.0
1276,0.0,0.0,112.9,4.0,17.4,1.0,0.0,0.0
1277,0.0,0.0,54.18000000000001,2.0,0.0,0.0,0.0,0.0
1278,0.0,0.0,55.32,1.0,10.8,1.0,0.0,0.0
1279,0.0,0.0,113.18,2.0,84.67999999999999,2.0,0.0,0.0
1280,0.0,0.0,106.94,1.0,0.0,0.0,0.0,0.0
1281,0.0,0.0,89.65,2.0,0.0,0.0,0.0,0.0
1282,0.0,0.0,90.4,2.0,0.0,0.0,0.0,0.0
1283,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0
1284,0.0,0.0,39.04,1.0,0.0,0.0,0.0,0.0
1285,0.0,0.0,15.09,1.0,0.0,0.0,53.9,2.0
1286,0.0,0.0,22.1,1.0,52.28999999999999,2.0,0.0,0.0
1287,0.0,0.0,269.57,2.0,0.0,0.0,0.0,0.0
1288,0.0,0.0,463.3799999999999,3.0,169.0,2.0,0.0,0.0
1289,0.0,0.0,31.9,1.0,0.0,0.0,0.0,0.0
1290,0.0,0.0,101.4,2.0,54.1,1.0,0.0,0.0
1291,0.0,0.0,122.69000000000001,3.0,0.0,0.0,54.480000000000004,1.0
1292,0.0,0.0,177.22999999999996,8.0,28.830000000000005,3.0,6.72,1.0
1293,0.0,0.0,23.900000000000002,2.0,30.11,1.0,0.0,0.0
1294,0.0,0.0,20.4,1.0,0.0,0.0,0.0,0.0
1295,0.0,0.0,50.66,1.0,66.3,1.0,0.0,0.0
1296,0.0,0.0,9.9,1.0,0.0,0.0,0.0,0.0
1297,0.0,0.0,111.77999999999999,2.0,0.0,0.0,0.0,0.0
1298,0.0,0.0,47.92,1.0,0.0,0.0,0.0,0.0
1299,0.0,0.0,44.470000000000006,1.0,0.0,0.0,0.0,0.0
1300,0.0,0.0,162.39000000000001,1.0,0.0,0.0,0.0,0.0
1301,0.0,0.0,12.340000000000002,1.0,0.0,0.0,0.0,0.0
1302,0.0,0.0,136.6,1.0,0.0,0.0,89.7,1.0
1303,0.0,0.0,33.99,1.0,0.0,0.0,0.0,0.0
1304,0.0,0.0,56.19,3.0,0.0,0.0,39.0,1.0
1305,0.0,0.0,93.34999999999998,2.0,49.440000000000005,1.0,0.0,0.0
1306,0.0,0.0,46.95,1.0,183.70999999999995,4.0,0.0,0.0
1307,0.0,0.0,25.51,1.0,0.0,0.0,0.0,0.0
1308,0.0,0.0,33.779999999999994,1.0,30.18,1.0,0.0,0.0
1309,0.0,0.0,194.17000000000002,2.0,0.0,0.0,0.0,0.0
1310,0.0,0.0,135.0,1.0,0.0,0.0,80.14999999999999,3.0
1311,0.0,0.0,83.73,2.0,0.0,0.0,0.0,0.0
1312,0.0,0.0,17.959999999999997,1.0,0.0,0.0,0.0,0.0
1313,0.0,0.0,38.730000000000004,1.0,0.0,0.0,0.0,0.0
1314,0.0,0.0,12.63,1.0,363.66,8.0,24.03,1.0
1315,0.0,0.0,26.930000000000003,2.0,0.0,0.0,0.0,0.0
1316,0.0,0.0,207.14999999999998,3.0,0.0,0.0,64.15,2.0
1317,0.0,0.0,16.15,1.0,0.0,0.0,0.0,0.0
1318,0.0,0.0,102.10999999999999,1.0,0.0,0.0,142.3,1.0
1319,0.0,0.0,33.8,1.0,0.0,0.0,0.0,0.0
1320,0.0,0.0,96.44,1.0,0.0,0.0,0.0,0.0
1321,0.0,0.0,28.9,1.0,0.0,0.0,0.0,0.0
1322,0.0,0.0,47.99999999999999,1.0,0.0,0.0,0.0,0.0
1323,0.0,0.0,44.66,2.0,100.80000000000001,4.0,0.0,0.0
1324,0.0,0.0,99.4,1.0,0.0,0.0,0.0,0.0
1325,0.0,0.0,217.46000000000004,6.0,0.0,0.0,0.0,0.0
1326,0.0,0.0,118.53999999999999,1.0,0.0,0.0,0.0,0.0
1327,0.0,0.0,499.09999999999997,1.0,0.0,0.0,72.28,1.0
1328,0.0,0.0,32.699999999999996,1.0,0.0,0.0,0.0,0.0
1329,0.0,0.0,136.8,1.0,0.0,0.0,0.0,0.0
1330,0.0,0.0,154.47,2.0,34.7,1.0,14.100000000000001,1.0
1331,0.0,0.0,14.870000000000001,1.0,11.21,1.0,0.0,0.0
1332,0.0,0.0,11.8,1.0,102.7,2.0,0.0,0.0
1333,0.0,0.0,101.50999999999999,1.0,0.0,0.0,17.990000000000002,1.0
1334,0.0,0.0,19.6,1.0,0.0,0.0,138.5,2.0
1335,0.0,0.0,58.68999999999999,3.0,0.0,0.0,0.0,0.0
1336,0.0,0.0,85.28999999999999,3.0,32.93,1.0,0.0,0.0
1337,0.0,0.0,85.97,1.0,0.0,0.0,0.0,0.0
1338,0.0,0.0,41.7,1.0,0.0,0.0,0.0,0.0
1339,0.0,0.0,117.12,1.0,0.0,0.0,0.0,0.0
1340,0.0,0.0,34.51,1.0,0.0,0.0,0.0,0.0
1341,0.0,0.0,16.8,1.0,0.0,0.0,0.0,0.0
1342,0.0,0.0,76.4,2.0,41.02,1.0,0.0,0.0
1343,0.0,0.0,54.14,1.0,86.14999999999999,1.0,102.83,2.0
1344,0.0,0.0,84.11999999999999,2.0,32.8,1.0,0.0,0.0
1345,0.0,0.0,43.89999999999999,1.0,0.0,0.0,0.0,0.0
1346,0.0,0.0,15.3,1.0,198.64000000000004,1.0,0.0,0.0
1347,0.0,0.0,48.4,2.0,0.0,0.0,0.0,0.0
1348,0.0,0.0,13.68,1.0,0.0,0.0,0.0,0.0
1349,0.0,0.0,50.64,2.0,0.0,0.0,0.0,0.0
1350,0.0,0.0,19.31,2.0,0.0,0.0,0.0,0.0
1351,0.0,0.0,204.4,1.0,0.0,0.0,0.0,0.0
1352,0.0,0.0,145.28,2.0,0.0,0.0,0.0,0.0
1353,0.0,0.0,190.20000000000002,2.0,0.0,0.0,0.0,0.0
1354,0.0,0.0,191.61,3.0,76.49000000000001,2.0,0.0,0.0
1355,0.0,0.0,43.36000000000001,1.0,9.200000000000001,1.0,0.0,0.0
1356,0.0,0.0,54.629999999999995,1.0,0.0,0.0,0.0,0.0
1357,0.0,0.0,347.6,1.0,0.0,0.0,58.77,1.0
1358,0.0,0.0,52.95,1.0,0.0,0.0,0.0,0.0
1359,0.0,0.0,175.48000000000002,1.0,0.0,0.0,0.0,0.0
1360,0.0,0.0,71.30000000000001,1.0,0.0,0.0,0.0,0.0
1361,0.0,0.0,6.9,1.0,0.0,0.0,0.0,0.0
1362,0.0,0.0,72.19000000000001,1.0,0.0,0.0,0.0,0.0
1363,0.0,0.0,448.2,2.0,84.23,2.0,0.0,0.0
1364,0.0,0.0,28.29,1.0,0.0,0.0,0.0,0.0
1365,0.0,0.0,45.66,1.0,0.0,0.0,184.70000000000002,2.0
1366,0.0,0.0,17.8,1.0,0.0,0.0,0.0,0.0
1367,0.0,0.0,50.9,1.0,16.37,1.0,0.0,0.0
1368,0.0,0.0,93.29,3.0,32.58,1.0,42.3,1.0
1369,0.0,0.0,2.58,1.0,0.0,0.0,0.0,0.0
1370,0.0,0.0,57.73,1.0,0.0,0.0,0.0,0.0
1371,0.0,0.0,243.11,3.0,0.0,0.0,0.0,0.0
1372,0.0,0.0,60.13,2.0,106.53,1.0,0.0,0.0
1373,0.0,0.0,152.6,1.0,0.0,0.0,0.0,0.0
1374,0.0,0.0,113.30000000000001,1.0,255.0,1.0,0.0,0.0
1375,0.0,0.0,165.4,1.0,0.0,0.0,0.0,0.0
1376,0.0,0.0,339.29999999999995,2.0,0.0,0.0,0.0,0.0
1377,0.0,0.0,24.8,1.0,0.0,0.0,0.0,0.0
1378,0.0,0.0,41.41,1.0,20.5,1.0,0.0,0.0
1379,0.0,0.0,38.209999999999994,1.0,0.0,0.0,0.0,0.0
1380,0.0,0.0,42.4,1.0,0.0,0.0,0.0,0.0
1381,0.0,0.0,260.0,1.0,0.0,0.0,0.0,0.0
1382,0.0,0.0,47.04,1.0,0.0,0.0,0.0,0.0
1383,0.0,0.0,47.1,1.0,0.0,0.0,0.0,0.0
1384,0.0,0.0,126.72,1.0,0.0,0.0,0.0,0.0
1385,0.0,0.0,2451.5,1.0,0.0,0.0,0.0,0.0
1386,0.0,0.0,90.63,2.0,118.17000000000002,2.0,0.0,0.0
1387,0.0,0.0,27.619999999999997,1.0,45.29,1.0,0.0,0.0
1388,0.0,0.0,83.10999999999999,2.0,120.95000000000002,7.0,18.98,1.0
1389,0.0,0.0,132.79999999999998,1.0,0.0,0.0,21.599999999999998,1.0
1390,0.0,0.0,54.3,1.0,0.0,0.0,0.0,0.0
1391,0.0,0.0,69.59,2.0,29.76,1.0,0.0,0.0
1392,0.0,0.0,24.939999999999998,1.0,0.0,0.0,0.0,0.0
1393,0.0,0.0,33.8,1.0,8.5,1.0,0.0,0.0
1394,0.0,0.0,16.45,1.0,0.0,0.0,0.0,0.0
1395,0.0,0.0,61.17,1.0,0.0,0.0,25.6,1.0
1396,0.0,0.0,80.56,1.0,0.0,0.0,0.0,0.0
1397,0.0,0.0,66.07000000000001,1.0,0.0,0.0,0.0,0.0
1398,0.0,0.0,130.11,2.0,4.9,1.0,0.0,0.0
1399,0.0,0.0,41.74999999999999,1.0,79.0,1.0,0.0,0.0
1400,0.0,0.0,99.87,1.0,0.0,0.0,0.0,0.0
1401,0.0,0.0,9.7,1.0,0.0,0.0,0.0,0.0
1402,0.0,0.0,40.44,1.0,66.65,1.0,0.0,0.0
1403,0.0,0.0,174.41000000000003,2.0,0.0,0.0,148.09,3.0
1404,0.0,0.0,98.5,1.0,0.0,0.0,0.0,0.0
1405,0.0,0.0,69.77,2.0,0.0,0.0,0.0,0.0
1406,0.0,0.0,35.97,1.0,0.0,0.0,0.0,0.0
1407,0.0,0.0,16.63,1.0,0.0,0.0,0.0,0.0
1408,0.0,0.0,76.03,1.0,0.0,0.0,0.0,0.0
1409,0.0,0.0,343.8999999999999,3.0,65.88,4.0,10.39,1.0
1410,0.0,0.0,8.950000000000001,1.0,0.0,0.0,0.0,0.0
1411,0.0,0.0,25.1,1.0,0.0,0.0,0.0,0.0
1412,0.0,0.0,50.2,1.0,0.0,0.0,0.0,0.0
1413,0.0,0.0,73.46000000000001,2.0,179.8,2.0,0.0,0.0
1414,0.0,0.0,15.5,1.0,0.0,0.0,0.0,0.0
1415,0.0,0.0,20.3,1.0,0.0,0.0,0.0,0.0
1416,0.0,0.0,5.3,1.0,0.0,0.0,0.0,0.0
1417,0.0,0.0,18.41,1.0,0.0,0.0,0.0,0.0
1418,0.0,0.0,127.2,1.0,0.0,0.0,0.0,0.0
1419,0.0,0.0,34.98,1.0,0.0,0.0,0.0,0.0
1420,0.0,0.0,338.88,2.0,0.0,0.0,0.0,0.0
1421,0.0,0.0,44.67,2.0,0.0,0.0,30.200000000000003,1.0
1422,0.0,0.0,6.9,1.0,0.0,0.0,0.0,0.0
1423,0.0,0.0,258.9,2.0,0.0,0.0,0.0,0.0
1424,0.0,0.0,63.029999999999994,2.0,0.0,0.0,0.0,0.0
1425,0.0,0.0,72.05,1.0,33.28,1.0,0.0,0.0
1426,0.0,0.0,83.71,1.0,0.0,0.0,0.0,0.0
1427,0.0,0.0,28.9,1.0,0.0,0.0,0.0,0.0
1428,0.0,0.0,37.7,1.0,0.0,0.0,0.0,0.0
1429,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0
1430,0.0,0.0,21.17,1.0,0.0,0.0,0.0,0.0
1431,0.0,0.0,129.20000000000002,1.0,0.0,0.0,0.0,0.0
1432,0.0,0.0,187.27999999999997,5.0,58.43,1.0,181.18,4.0
1433,0.0,0.0,16.72,1.0,57.3,1.0,0.0,0.0
1434,0.0,0.0,189.13000000000002,1.0,0.0,0.0,0.0,0.0
1435,0.0,0.0,25.700000000000003,1.0,0.0,0.0,0.0,0.0
1436,0.0,0.0,105.8,1.0,63.8,4.0,0.0,0.0
1437,0.0,0.0,6.97,1.0,0.0,0.0,0.0,0.0
1438,0.0,0.0,163.3,1.0,0.0,0.0,0.0,0.0
1439,0.0,0.0,41.5,1.0,115.75999999999999,1.0,0.0,0.0
1440,0.0,0.0,23.5,1.0,0.0,0.0,0.0,0.0
1441,0.0,0.0,128.10000000000002,3.0,0.0,0.0,0.0,0.0
1442,0.0,0.0,363.84000000000003,4.0,164.65,5.0,30.669999999999998,2.0
1443,0.0,0.0,28.2,1.0,0.0,0.0,0.0,0.0
1444,0.0,0.0,328.44,4.0,125.85,1.0,119.74000000000001,2.0
1445,0.0,0.0,61.15,1.0,0.0,0.0,10.4,1.0
1446,0.0,0.0,15.2,1.0,0.0,0.0,0.0,0.0
1447,0.0,0.0,70.75,2.0,0.0,0.0,0.0,0.0
1448,0.0,0.0,491.4,1.0,0.0,0.0,0.0,0.0
1449,0.0,0.0,45.4,2.0,35.0,1.0,0.0,0.0
1450,0.0,0.0,97.80000000000003,5.0,0.0,0.0,0.0,0.0
1451,0.0,0.0,20.3,1.0,77.89000000000001,1.0,0.0,0.0
1452,0.0,0.0,42.7,1.0,74.19000000000001,3.0,61.8,1.0
1453,0.0,0.0,76.60000000000001,2.0,0.0,0.0,99.06,1.0
1454,0.0,0.0,113.5,1.0,0.0,0.0,31.28,1.0
1455,0.0,0.0,44.83,1.0,0.0,0.0,81.55,2.0
1456,0.0,0.0,35.63,1.0,0.0,0.0,0.0,0.0
1457,0.0,0.0,77.2,2.0,0.0,0.0,41.5,1.0
1458,0.0,0.0,21.25,1.0,0.0,0.0,0.0,0.0
1459,0.0,0.0,343.32000000000005,3.0,0.0,0.0,227.31000000000006,1.0
1460,0.0,0.0,9.12,1.0,64.7,1.0,0.0,0.0
1461,0.0,0.0,34.230000000000004,1.0,0.0,0.0,0.0,0.0
1462,0.0,0.0,39.260000000000005,1.0,85.00999999999999,1.0,123.38999999999999,1.0
1463,0.0,0.0,499.59999999999997,2.0,0.0,0.0,0.0,0.0
1464,0.0,0.0,34.68,1.0,31.8,1.0,0.0,0.0
1465,0.0,0.0,80.41000000000001,2.0,0.0,0.0,46.199999999999996,1.0
1466,0.0,0.0,149.85,2.0,0.0,0.0,0.0,0.0
1467,0.0,0.0,110.0,1.0,0.0,0.0,0.0,0.0
1468,0.0,0.0,123.22,1.0,0.0,0.0,0.0,0.0
1469,0.0,0.0,245.71,4.0,207.03,3.0,241.61000000000007,8.0
1470,0.0,0.0,48.7,4.0,112.14000000000001,3.0,307.03999999999996,6.0
1471,0.0,0.0,10.5,1.0,28.03,1.0,154.14000000000001,1.0
1472,0.0,0.0,5.47,1.0,0.0,0.0,0.0,0.0
1473,0.0,0.0,319.0,1.0,0.0,0.0,0.0,0.0
1474,0.0,0.0,172.20000000000002,3.0,0.0,0.0,0.0,0.0
1475,0.0,0.0,57.77,1.0,0.0,0.0,40.32,1.0
1476,0.0,0.0,206.66,1.0,55.22,1.0,45.4,1.0
1477,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0
1478,0.0,0.0,115.98000000000002,1.0,117.07000000000002,1.0,0.0,0.0
1479,0.0,0.0,76.39,1.0,0.0,0.0,0.0,0.0
1480,0.0,0.0,186.3,1.0,0.0,0.0,0.0,0.0
1481,0.0,0.0,30.700000000000003,1.0,0.0,0.0,0.0,0.0
1482,0.0,0.0,351.29,2.0,0.0,0.0,148.04,3.0
1483,0.0,0.0,28.9,1.0,0.0,0.0,0.0,0.0
